"cve","repo","cve_time","cwe_id","cwe","patch num","commit list","desc","cwe_type","commit"
"CVE-2013-4248","php_php-src","2013/06/12","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","2874696a5a8d46639d261571f915c493cd875897","The openssl_x509_parse function in openssl.c in the OpenSSL module in PHP before 5.4.18 and 5.5.x before 5.5.2 does not properly handle a '\0' character in a domain name in the Subject Alternative Name field of an X.509 certificate, which allows man-in-the-middle attackers to spoof arbitrary SSL servers via a crafted certificate issued by a legitimate Certification Authority, a related issue to CVE-2009-2408.","Improper Input Validation","2874696a5a8d46639d261571f915c493cd875897"
"CVE-2015-1351","php_php-src","2015/01/24","CWE-416","[('CWE-416', 'Use After Free')]","1","777c39f4042327eac4b63c7ee87dc1c7a09a3115","Use-after-free vulnerability in the _zend_shared_memdup function in zend_shared_alloc.c in the OPcache extension in PHP through 5.6.7 allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors.","Use After Free","777c39f4042327eac4b63c7ee87dc1c7a09a3115"
"CVE-2015-4602","php_php-src","2015/06/16","NVD-CWE-Other","[('NVD-CWE-Other', 'Other')]","1","fb83c76deec58f1fab17c350f04c9f042e5977d1","The __PHP_Incomplete_Class function in ext/standard/incomplete_class.c in PHP before 5.4.40, 5.5.x before 5.5.24, and 5.6.x before 5.6.8 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via an unexpected data type, related to a ""type confusion"" issue.","Other","fb83c76deec58f1fab17c350f04c9f042e5977d1"
"CVE-2015-8873","php_php-src","2016/05/15","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","4d2278143a08b7522de9471d0f014d7357c28fea","Stack consumption vulnerability in Zend/zend_exceptions.c in PHP before 5.4.44, 5.5.x before 5.5.28, and 5.6.x before 5.6.12 allows remote attackers to cause a denial of service (segmentation fault) via recursive method calls.","Improper Input Validation","4d2278143a08b7522de9471d0f014d7357c28fea"
"CVE-2017-11147","php_php-src","2017/07/10","CWE-125","[('CWE-125', 'Out-of-bounds Read')]","1","e5246580a85f031e1a3b8064edbaa55c1643a451","In PHP before 5.6.30 and 7.x before 7.0.15, the PHAR archive handler could be used by attackers supplying malicious archive files to crash the PHP interpreter or potentially disclose information due to a buffer over-read in the phar_parse_pharfile function in ext/phar/phar.c.","Out-of-bounds Read","e5246580a85f031e1a3b8064edbaa55c1643a451"
"CVE-2010-4329","phpmyadmin_phpmyadmin","2010/11/29","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","1","4341818d73d454451f024950a4ce0141608ac7f8","Cross-site scripting (XSS) vulnerability in the PMA_linkOrButton function in libraries/common.lib.php in the database (db) search script in phpMyAdmin 2.11.x before 2.11.11.1 and 3.x before 3.3.8.1 allows remote attackers to inject arbitrary web script or HTML via a crafted request.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","4341818d73d454451f024950a4ce0141608ac7f8"
"CVE-2011-0987","phpmyadmin_phpmyadmin","2011/02/11","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","a5464b4daff0059cdf8c9e5f4d54a80e2dd2a5b0","The PMA_Bookmark_get function in libraries/bookmark.lib.php in phpMyAdmin 2.11.x before 2.11.11.3, and 3.3.x before 3.3.9.2, does not properly restrict bookmark queries, which makes it easier for remote authenticated users to trigger another user's execution of a SQL query by creating a bookmark.","Improper Input Validation","a5464b4daff0059cdf8c9e5f4d54a80e2dd2a5b0"
"CVE-2014-4987","phpmyadmin_phpmyadmin","2014/07/16","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","1","395265e9937beb21134626c01a21f44b28e712e5","server_user_groups.php in phpMyAdmin 4.1.x before 4.1.14.2 and 4.2.x before 4.2.6 allows remote authenticated users to bypass intended access restrictions and read the MySQL user list via a viewUsers request.","Permissions, Privileges, and Access Controls","395265e9937beb21134626c01a21f44b28e712e5"
"CVE-2014-8961","phpmyadmin_phpmyadmin","2014/11/18","CWE-22","[('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")]","1","b99b6b6672ff2419f05b05740c80c7a23c1da994","Directory traversal vulnerability in libraries/error_report.lib.php in the error-reporting feature in phpMyAdmin 4.1.x before 4.1.14.7 and 4.2.x before 4.2.12 allows remote authenticated users to obtain potentially sensitive information about a file's line count via a crafted parameter.","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","b99b6b6672ff2419f05b05740c80c7a23c1da994"
"CVE-2016-2044","phpmyadmin_phpmyadmin","2016/01/22","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","c57d3cc7b97b5f32801032f7bb222297aa97dfea","libraries/sql-parser/autoload.php in the SQL parser in phpMyAdmin 4.5.x before 4.5.4 allows remote attackers to obtain sensitive information via a crafted request, which reveals the full path in an error message.","Exposure of Sensitive Information to an Unauthorized Actor","c57d3cc7b97b5f32801032f7bb222297aa97dfea"
"CVE-2016-5703","phpmyadmin_phpmyadmin","2016/06/16","CWE-89","[('CWE-89', ""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"")]","1","ef6c66dca1b0cb0a1a482477938cfc859d2baee3","SQL injection vulnerability in libraries/central_columns.lib.php in phpMyAdmin 4.4.x before 4.4.15.7 and 4.6.x before 4.6.3 allows remote attackers to execute arbitrary SQL commands via a crafted database name that is mishandled in a central column query.","Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","ef6c66dca1b0cb0a1a482477938cfc859d2baee3"
"CVE-2018-10188","phpmyadmin_phpmyadmin","2018/04/17","CWE-352","[('CWE-352', 'Cross-Site Request Forgery (CSRF)')]","1","c6dd6b56e236a3aff953cee4135ecaa67130e641","phpMyAdmin 4.8.0 before 4.8.0-1 has CSRF, allowing an attacker to execute arbitrary SQL statements, related to js/db_operations.js, js/tbl_operations.js, libraries/classes/Operations.php, and sql.php.","Cross-Site Request Forgery (CSRF)","c6dd6b56e236a3aff953cee4135ecaa67130e641"
"CVE-2020-10804","phpmyadmin_phpmyadmin","2020/03/22","CWE-89","[('CWE-89', ""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"")]","1","89fbcd7c39e6b3979cdb2f64aa4cd5f4db27eaad","In phpMyAdmin 4.x before 4.9.5 and 5.x before 5.0.2, a SQL injection vulnerability was found in retrieval of the current username (in libraries/classes/Server/Privileges.php and libraries/classes/UserPassword.php). A malicious user with access to the server could create a crafted username, and then trick the victim into performing specific actions with that user account (such as editing its privileges).","Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","89fbcd7c39e6b3979cdb2f64aa4cd5f4db27eaad"
"CVE-2013-4150","qemu_qemu","2013/06/12","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","eea750a5623ddac7a61982eec8f1c93481857578","The virtio_net_load function in hw/net/virtio-net.c in QEMU 1.5.0 through 1.7.x before 1.7.2 allows remote attackers to cause a denial of service or possibly execute arbitrary code via vectors in which the value of curr_queues is greater than max_queues, which triggers an out-of-bounds write.","Improper Restriction of Operations within the Bounds of a Memory Buffer","eea750a5623ddac7a61982eec8f1c93481857578"
"CVE-2013-4531","qemu_qemu","2013/06/12","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","d2ef4b61fe6d33d2a5dcf100a9b9440de341ad62","Buffer overflow in target-arm/machine.c in QEMU before 1.7.2 allows remote attackers to cause a denial of service and possibly execute arbitrary code via a negative value in cpreg_vmstate_array_len in a savevm image.","Improper Restriction of Operations within the Bounds of a Memory Buffer","d2ef4b61fe6d33d2a5dcf100a9b9440de341ad62"
"CVE-2013-4535","qemu_qemu","2013/06/12","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","36cf2a37132c7f01fa9adb5f95f5312b27742fd4","The virtqueue_map_sg function in hw/virtio/virtio.c in QEMU before 1.7.2 allows remote attackers to execute arbitrary files via a crafted savevm image, related to virtio-block or virtio-serial read.","Improper Input Validation","36cf2a37132c7f01fa9adb5f95f5312b27742fd4"
"CVE-2013-4540","qemu_qemu","2013/06/12","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","52f91c3723932f8340fe36c8ec8b18a757c37b2b","Buffer overflow in scoop_gpio_handler_update in QEMU before 1.7.2 might allow remote attackers to execute arbitrary code via a large (1) prev_level, (2) gpio_level, or (3) gpio_dir value in a savevm image.","Improper Restriction of Operations within the Bounds of a Memory Buffer","52f91c3723932f8340fe36c8ec8b18a757c37b2b"
"CVE-2014-0182","qemu_qemu","2013/12/03","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","a890a2f9137ac3cf5b607649e66a6f3a5512d8dc","Heap-based buffer overflow in the virtio_load function in hw/virtio/virtio.c in QEMU before 1.7.2 might allow remote attackers to execute arbitrary code via a crafted config length in a savevm image.","Improper Restriction of Operations within the Bounds of a Memory Buffer","a890a2f9137ac3cf5b607649e66a6f3a5512d8dc"
"CVE-2015-8817","qemu_qemu","2016/03/01","CWE-125","[('CWE-125', 'Out-of-bounds Read'), ('CWE-787', 'Out-of-bounds Write')]","1","23820dbfc79d1c9dce090b4c555994f2bb6a69b3","QEMU (aka Quick Emulator) built to use 'address_space_translate' to map an address to a MemoryRegionSection is vulnerable to an OOB r/w access issue. It could occur while doing pci_dma_read/write calls. Affects QEMU versions >= 1.6.0 and <= 2.3.1. A privileged user inside guest could use this flaw to crash the guest instance resulting in DoS.","Out-of-bounds Read","23820dbfc79d1c9dce090b4c555994f2bb6a69b3"
"CVE-2016-2858","qemu_qemu","2016/03/06","CWE-331","[('CWE-331', 'Insufficient Entropy')]","1","60253ed1e6ec6d8e5ef2efe7bf755f475dce9956","QEMU, when built with the Pseudo Random Number Generator (PRNG) back-end support, allows local guest OS users to cause a denial of service (process crash) via an entropy request, which triggers arbitrary stack based allocation and memory corruption.","Insufficient Entropy","60253ed1e6ec6d8e5ef2efe7bf755f475dce9956"
"CVE-2016-5338","qemu_qemu","2016/06/08","NVD-CWE-noinfo","[('NVD-CWE-noinfo', 'Insufficient Information')]","1","ff589551c8e8e9e95e211b9d8daafb4ed39f1aec","The (1) esp_reg_read and (2) esp_reg_write functions in hw/scsi/esp.c in QEMU allow local guest OS administrators to cause a denial of service (QEMU process crash) or execute arbitrary code on the QEMU host via vectors related to the information transfer buffer.","Insufficient Information","ff589551c8e8e9e95e211b9d8daafb4ed39f1aec"
"CVE-2016-7157","qemu_qemu","2016/09/06","NVD-CWE-noinfo","[('NVD-CWE-noinfo', 'Insufficient Information')]","1","65a8e1f6413a0f6f79894da710b5d6d43361d27d","The (1) mptsas_config_manufacturing_1 and (2) mptsas_config_ioc_0 functions in hw/scsi/mptconfig.c in QEMU (aka Quick Emulator) allow local guest OS administrators to cause a denial of service (QEMU process crash) via vectors involving MPTSAS_CONFIG_PACK.","Insufficient Information","65a8e1f6413a0f6f79894da710b5d6d43361d27d"
"CVE-2016-7995","qemu_qemu","2016/09/09","CWE-772","[('CWE-772', 'Missing Release of Resource after Effective Lifetime')]","1","b16c129daf0fed91febbb88de23dae8271c8898a","Memory leak in the ehci_process_itd function in hw/usb/hcd-ehci.c in QEMU (aka Quick Emulator) allows local guest OS administrators to cause a denial of service (memory consumption) via a large number of crafted buffer page select (PG) indexes.","Missing Release of Resource after Effective Lifetime","b16c129daf0fed91febbb88de23dae8271c8898a"
"CVE-2016-8576","qemu_qemu","2016/10/10","CWE-770","[('CWE-770', 'Allocation of Resources Without Limits or Throttling')]","1","05f43d44e4bc26611ce25fd7d726e483f73363ce","The xhci_ring_fetch function in hw/usb/hcd-xhci.c in QEMU (aka Quick Emulator) allows local guest OS administrators to cause a denial of service (infinite loop and QEMU process crash) by leveraging failure to limit the number of link Transfer Request Blocks (TRB) to process.","Allocation of Resources Without Limits or Throttling","05f43d44e4bc26611ce25fd7d726e483f73363ce"
"CVE-2017-13673","qemu_qemu","2017/08/24","CWE-617","[('CWE-617', 'Reachable Assertion')]","1","bfc56535f793c557aa754c50213fc5f882e6482d","The vga display update in mis-calculated the region for the dirty bitmap snapshot in case split screen mode is used causing a denial of service (assertion failure) in the cpu_physical_memory_snapshot_get_dirty function.","Reachable Assertion","bfc56535f793c557aa754c50213fc5f882e6482d"
"CVE-2017-5578","qemu_qemu","2017/01/25","CWE-401","[('CWE-401', 'Missing Release of Memory after Effective Lifetime')]","1","204f01b30975923c64006f8067f0937b91eea68b","Memory leak in the virtio_gpu_resource_attach_backing function in hw/display/virtio-gpu.c in QEMU (aka Quick Emulator) allows local guest OS users to cause a denial of service (host memory consumption) via a large number of VIRTIO_GPU_CMD_RESOURCE_ATTACH_BACKING commands.","Missing Release of Memory after Effective Lifetime","204f01b30975923c64006f8067f0937b91eea68b"
"CVE-2017-7377","qemu_qemu","2017/03/31","CWE-772","[('CWE-772', 'Missing Release of Resource after Effective Lifetime')]","1","d63fb193e71644a073b77ff5ac6f1216f2f6cf6e","The (1) v9fs_create and (2) v9fs_lcreate functions in hw/9pfs/9p.c in QEMU (aka Quick Emulator) allow local guest OS privileged users to cause a denial of service (file descriptor or memory consumption) via vectors related to an already in-use fid.","Missing Release of Resource after Effective Lifetime","d63fb193e71644a073b77ff5ac6f1216f2f6cf6e"
"CVE-2017-9330","qemu_qemu","2017/05/31","CWE-835","[('CWE-835', ""Loop with Unreachable Exit Condition ('Infinite Loop')""), ('NVD-CWE-noinfo', 'Insufficient Information')]","1","26f670a244982335cc08943fb1ec099a2c81e42d","QEMU (aka Quick Emulator) before 2.9.0, when built with the USB OHCI Emulation support, allows local guest OS users to cause a denial of service (infinite loop) by leveraging an incorrect return value, a different vulnerability than CVE-2017-6505.","Loop with Unreachable Exit Condition ('Infinite Loop')","26f670a244982335cc08943fb1ec099a2c81e42d"
